,ADIG,AVAG,AQUE,ACAL,BPLA,BGLA,BFLO,CELE,CTEL,CFAR,CINT,CGIG,CVIR,DRER,DPUL,DMEL,EMUL,EPAL,HROB,HSAP,LLUY,LANA,LGIG,MLIG,MYES,MLEI,MPHI,NGEN,OBIM,PYES,PAUS,SKOW,SMAN,SMED,SPUR,TKIT,TADH,Total
OG0000157,7,14,22,4,7,4,31,14,10,16,6,9,11,16,14,14,15,7,6,11,6,9,15,4,33,6,20,16,4,19,11,17,3,4,8,24,4,441
OG0000158,2,13,0,18,24,34,14,13,3,14,0,28,30,0,0,25,1,17,2,0,17,28,14,12,29,0,29,7,18,14,29,5,1,0,0,0,0,441
OG0000159,6,13,5,13,4,18,7,5,6,4,8,22,16,75,7,30,6,8,6,8,4,24,5,33,14,4,5,9,25,4,6,6,8,12,7,3,4,440
OG0000160,7,6,2,16,16,5,32,7,15,12,4,12,24,21,5,23,3,13,10,8,12,12,14,10,17,1,13,14,8,18,8,24,2,6,36,1,1,438
OG0000161,9,0,0,3,10,0,0,0,12,42,0,48,60,73,0,0,0,0,0,0,20,2,13,10,8,0,13,50,0,26,2,8,0,0,28,0,0,437
OG0000162,45,2,0,8,53,6,4,1,6,30,2,25,46,13,3,6,3,25,4,4,5,9,2,4,46,0,35,2,3,28,2,2,1,9,2,0,0,436
OG0000163,1,15,5,16,2,13,5,23,2,2,7,14,74,88,4,31,5,3,6,6,4,31,3,5,17,4,3,3,15,2,2,4,3,9,5,1,2,435
OG0000164,32,8,5,7,10,35,13,5,9,12,5,27,28,15,4,6,1,25,5,11,11,18,9,6,16,5,15,15,7,9,8,11,2,2,31,5,1,434
OG0000165,8,26,7,13,8,14,15,5,7,14,15,15,17,22,6,18,6,13,7,11,5,14,10,30,19,7,11,12,12,14,10,10,3,14,10,1,5,434
OG0000166,73,0,0,0,58,0,1,0,0,15,1,35,78,0,0,0,0,44,0,1,0,44,0,0,12,0,49,0,0,16,3,2,0,0,0,0,0,432
OG0000167,12,23,0,23,15,29,42,6,19,18,4,19,26,11,9,2,0,13,3,8,2,15,12,6,22,0,21,9,8,13,6,13,0,5,8,0,10,432
OG0000168,30,0,0,1,6,0,0,0,92,0,0,0,3,0,65,0,0,6,63,0,34,3,0,0,0,22,11,58,0,0,0,3,0,0,33,0,0,430
OG0000169,11,4,8,8,18,17,2,7,21,9,3,14,45,10,0,0,7,7,6,5,11,29,21,4,12,0,37,18,12,9,9,13,6,36,8,0,3,430
OG0000170,34,3,2,15,9,22,24,5,9,5,7,17,12,35,6,7,3,17,15,8,8,35,7,6,11,2,19,12,9,7,20,11,3,5,14,0,4,428
OG0000171,42,0,6,5,39,1,18,0,32,0,1,29,43,0,20,0,0,28,0,0,10,20,3,0,21,0,25,59,1,1,6,4,0,0,9,0,2,425
OG0000172,21,20,0,16,8,16,29,0,6,9,4,19,18,13,21,34,0,21,3,10,6,8,21,19,12,0,13,3,4,11,12,11,0,0,31,0,5,424
OG0000173,0,4,0,19,37,13,0,1,44,22,0,35,30,0,1,0,0,0,13,2,22,34,13,0,40,0,50,3,7,22,5,0,0,0,0,0,0,417
OG0000174,19,7,6,8,10,10,15,7,13,6,6,16,20,25,14,15,13,7,6,14,5,10,16,20,11,7,9,18,7,8,9,10,11,3,20,12,3,416
OG0000175,6,11,2,3,7,8,9,15,9,2,7,42,3,116,2,25,4,10,14,7,8,3,5,14,13,0,3,9,2,3,3,2,4,36,4,3,2,416
OG0000176,9,0,1,11,9,23,46,6,45,3,7,12,21,1,10,2,0,7,22,2,2,11,9,4,3,10,13,8,4,5,6,30,0,7,17,44,5,415
OG0000177,120,7,9,4,28,8,29,0,8,10,0,8,11,0,0,0,0,29,1,0,1,26,5,5,21,0,17,1,1,10,2,18,0,1,29,0,4,413
OG0000178,18,8,12,28,1,4,17,1,15,2,0,12,11,1,14,2,0,5,15,10,18,0,6,0,7,1,11,31,18,0,0,18,0,26,2,95,3,412
OG0000179,5,9,15,5,22,14,12,7,9,5,6,28,29,29,2,6,1,1,9,9,8,16,6,7,22,7,8,7,6,4,11,15,1,3,64,0,2,410
OG0000180,20,11,1,12,14,12,10,0,10,15,6,47,35,3,0,0,1,12,0,2,18,22,9,12,37,3,17,21,5,16,19,5,3,3,5,0,2,408
OG0000181,10,13,0,3,6,3,49,10,4,7,12,5,11,36,11,12,1,14,31,20,5,15,7,2,8,24,10,8,12,6,7,9,2,6,28,1,0,408
OG0000182,9,10,3,15,5,25,8,6,4,6,5,16,35,36,4,12,7,6,11,9,6,42,4,13,31,3,5,7,13,5,4,9,7,13,8,2,3,407
OG0000183,13,22,1,9,9,5,11,4,28,17,1,16,19,9,1,5,0,14,7,2,20,14,10,44,18,0,14,19,3,16,11,20,2,1,12,0,10,407
OG0000184,10,19,1,10,17,10,8,6,13,17,4,4,6,11,3,8,10,7,5,10,12,12,35,33,23,6,14,2,10,9,9,12,6,20,20,2,2,406
OG0000185,6,0,0,8,8,9,9,8,14,36,14,23,32,11,3,2,0,6,2,3,27,16,14,6,48,2,17,12,7,31,8,7,0,3,7,0,5,404
OG0000186,10,42,3,5,5,10,20,3,8,7,8,25,37,22,3,11,4,8,10,7,8,36,4,14,20,3,6,15,10,7,7,6,5,6,5,0,3,403
OG0000187,12,13,11,10,12,15,12,9,10,8,8,15,15,14,4,10,6,9,8,9,10,11,11,19,12,6,15,18,7,10,8,7,6,20,21,4,4,399
OG0000188,3,13,0,11,16,29,9,9,4,4,11,2,6,33,6,28,3,3,14,36,19,25,8,8,6,8,29,3,8,4,6,4,6,5,12,4,3,398
OG0000189,24,0,3,7,1,10,0,2,11,0,1,4,2,4,10,0,0,10,31,0,5,0,2,3,0,2,5,35,19,0,6,0,0,4,12,183,0,396
OG0000190,18,0,10,0,38,0,0,0,0,2,0,12,73,11,1,0,0,11,0,0,0,17,6,3,20,0,113,10,0,1,0,47,0,0,3,0,0,396
OG0000191,9,0,7,19,8,7,33,0,3,19,24,15,16,4,2,0,0,1,0,1,19,61,11,11,37,1,14,17,2,15,15,10,0,5,9,0,0,395
OG0000192,3,17,1,20,12,14,9,7,8,12,3,28,32,13,17,34,4,3,19,6,6,11,12,10,21,0,12,17,12,11,7,1,4,3,5,0,0,394
OG0000193,5,8,8,4,4,10,7,6,7,4,8,9,10,130,3,25,3,6,12,6,11,12,7,20,8,3,4,7,9,3,8,3,3,9,8,1,3,394
OG0000194,3,12,3,12,26,16,32,4,8,14,2,33,39,10,3,5,0,7,3,0,11,36,16,0,26,0,24,0,26,14,8,0,0,0,0,0,0,393
OG0000195,3,14,0,14,21,20,26,9,11,16,6,22,17,19,4,7,2,5,7,7,15,12,12,0,25,0,29,10,15,18,6,6,1,6,5,1,1,392
OG0000196,45,13,37,6,3,21,3,2,5,2,14,6,13,5,2,11,1,41,2,1,8,8,1,17,5,6,6,16,5,3,7,10,1,2,43,6,14,391
OG0000197,9,20,0,9,10,18,12,26,9,4,6,18,16,15,10,19,4,3,9,10,14,9,10,16,12,0,14,6,22,5,7,8,14,7,3,17,0,391
OG0000198,47,3,53,0,0,0,0,0,3,0,5,0,0,165,0,0,0,52,0,17,37,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,390
OG0000199,7,29,5,3,9,7,9,20,7,8,7,20,27,10,4,20,9,10,10,5,9,8,5,30,12,3,7,9,6,8,7,4,9,25,16,1,5,390
OG0000200,1,2,0,16,44,31,0,0,20,27,16,22,19,1,28,0,0,1,12,1,1,23,11,10,44,1,16,0,7,21,0,14,0,0,1,0,0,390
OG0000201,7,0,1,0,61,0,33,0,0,9,0,28,51,0,0,0,0,4,0,0,39,3,15,13,14,0,37,32,0,4,27,12,0,0,0,0,0,390
OG0000202,151,3,5,0,0,0,40,0,67,0,0,0,0,10,3,0,0,2,0,1,0,16,0,0,0,0,1,3,0,0,4,4,0,0,79,0,0,389
OG0000203,20,0,15,15,9,29,20,1,10,11,7,19,20,20,5,16,0,10,2,7,7,17,7,0,27,0,20,10,7,12,9,12,0,0,1,0,21,386
OG0000204,2,43,16,20,8,16,5,21,17,4,9,13,28,6,3,6,9,2,3,4,32,15,4,6,12,5,6,12,2,5,9,6,4,15,14,0,3,385
OG0000205,1,10,0,10,107,0,0,0,53,4,0,5,5,1,57,1,0,0,0,0,8,2,7,2,2,0,35,40,7,4,2,3,0,1,6,9,2,384
OG0000206,11,8,1,8,9,16,10,7,14,23,3,23,19,27,1,7,10,5,2,7,5,17,8,27,26,4,9,14,3,17,9,11,3,8,7,0,3,382
OG0000207,12,25,6,8,14,13,8,8,8,14,6,14,10,11,7,17,28,5,5,9,7,14,9,14,10,7,12,11,5,10,6,11,2,13,15,2,5,381
OG0000208,4,11,0,12,10,11,13,0,12,17,13,22,23,9,1,0,3,11,6,7,5,27,14,14,33,0,18,14,4,16,9,8,3,4,27,0,0,381
OG0000209,1,47,2,9,4,15,40,21,2,3,9,8,13,41,3,6,4,1,12,37,3,5,6,22,8,1,4,8,13,3,4,4,2,13,5,0,0,379
OG0000210,0,0,0,14,1,20,93,0,0,27,17,0,0,15,0,0,0,0,0,5,0,0,15,0,40,0,4,0,0,31,0,56,0,0,40,0,0,378
OG0000211,16,0,0,0,86,0,0,0,0,3,0,12,12,0,0,0,0,5,0,0,2,3,8,0,13,0,158,42,0,6,0,8,0,0,3,0,0,377
OG0000212,46,0,8,1,3,0,10,0,26,7,0,17,11,5,64,0,0,8,1,0,2,11,6,52,10,6,5,49,0,1,1,1,20,0,4,0,0,375
OG0000213,0,0,0,13,26,53,0,1,3,10,0,24,32,0,0,0,0,0,25,0,12,17,21,17,24,0,24,43,8,10,11,0,0,0,0,0,0,374
OG0000214,0,0,1,0,52,0,34,0,0,6,0,15,30,0,0,0,0,0,0,0,121,6,4,8,11,0,23,19,1,5,25,11,0,0,1,0,0,373
OG0000215,0,8,60,22,1,3,0,5,34,0,5,11,18,24,37,5,0,0,18,3,32,0,1,24,9,6,7,0,1,2,0,0,0,11,13,12,0,372
OG0000216,5,16,6,5,6,4,15,17,20,6,8,7,7,11,29,27,1,9,12,9,8,11,4,17,9,9,13,8,8,6,10,13,1,7,26,0,0,370
OG0000217,53,0,0,0,0,1,0,0,48,0,0,0,0,1,0,0,0,44,8,0,63,2,0,1,0,1,0,0,0,1,0,44,0,0,102,0,0,369
OG0000218,6,10,4,9,9,13,18,0,12,12,4,28,38,0,0,0,0,12,2,1,17,29,10,13,29,3,12,20,4,12,13,10,1,1,11,0,6,369
OG0000219,15,0,15,1,47,1,3,0,22,1,29,3,6,0,5,0,0,10,0,0,1,4,0,10,2,0,44,101,0,6,16,16,0,0,10,0,0,368
OG0000220,29,0,3,0,39,0,0,0,3,6,0,72,89,2,0,0,0,7,1,0,5,1,1,0,11,3,71,0,0,12,0,12,0,0,1,0,0,368
OG0000221,27,56,0,5,11,8,15,0,5,6,5,24,22,0,0,0,3,6,2,0,18,11,10,18,14,6,18,15,6,6,9,11,7,3,18,0,1,366
OG0000222,9,0,12,0,38,0,10,0,0,0,0,26,22,0,0,0,0,8,0,0,3,4,6,0,22,0,149,10,0,1,1,36,0,0,9,0,0,366
OG0000223,7,13,1,11,5,12,26,11,7,10,8,12,9,16,4,0,9,14,2,7,3,19,5,25,16,1,24,19,3,9,13,13,5,7,10,2,7,365
OG0000224,8,13,2,16,8,17,5,7,9,5,3,24,26,56,2,22,2,3,7,9,6,13,4,18,27,0,12,4,8,5,2,1,1,8,10,0,2,365
OG0000225,6,11,0,15,10,16,13,5,20,7,10,19,17,13,3,23,4,8,13,7,15,28,10,3,9,6,15,14,9,7,9,7,1,3,8,0,0,364
OG0000226,14,0,0,1,40,1,4,0,0,6,1,26,20,4,0,0,0,18,0,0,0,1,2,24,19,0,98,31,11,10,0,2,0,0,30,0,0,363
OG0000227,25,11,1,20,9,17,8,0,6,5,12,15,25,17,15,28,2,3,4,5,6,16,6,18,14,1,7,11,11,7,7,4,4,12,6,1,2,361
OG0000228,9,12,2,1,6,2,25,16,26,2,0,1,16,22,26,25,16,15,8,2,3,3,23,14,0,0,6,1,6,0,0,25,4,11,28,1,2,359
OG0000229,9,13,15,19,5,26,19,3,12,11,3,7,14,3,4,6,0,5,2,2,31,18,9,20,21,0,15,19,0,11,8,12,0,2,8,0,6,358
OG0000230,3,26,3,10,16,11,18,5,4,6,1,21,19,10,2,22,6,8,4,2,6,5,3,33,16,3,32,16,6,6,6,14,5,5,2,0,3,358
OG0000231,22,17,36,0,2,0,1,0,1,0,0,25,41,14,1,0,0,35,0,0,0,11,5,40,2,15,10,43,3,1,8,6,0,0,18,0,0,357
OG0000232,40,16,2,0,20,0,12,0,1,9,1,56,50,33,1,2,0,33,0,2,0,13,4,1,22,1,8,2,0,12,13,2,0,0,0,0,1,357
OG0000233,5,39,20,16,2,13,11,10,16,4,16,4,7,8,11,14,9,7,6,9,0,7,10,26,6,6,1,7,7,4,7,7,5,7,16,5,7,355
OG0000234,37,42,2,2,7,7,18,6,1,3,8,7,4,7,6,5,7,37,1,1,2,6,1,36,6,16,7,2,3,3,4,28,8,9,4,7,4,354
OG0000235,0,0,0,0,116,0,0,0,2,14,0,13,23,17,0,0,0,0,0,0,0,0,1,0,0,0,140,0,0,18,0,0,0,0,8,0,0,352
OG0000236,22,12,2,3,12,23,0,1,4,6,8,21,20,8,9,5,2,13,2,2,4,7,4,7,13,1,13,5,38,9,2,4,2,31,34,0,0,349
OG0000237,0,97,0,4,4,9,6,10,5,4,3,23,28,7,5,1,3,0,7,3,3,21,7,46,22,0,4,6,5,4,4,0,2,3,2,0,0,348
OG0000238,7,22,6,17,6,13,5,5,8,7,9,14,15,19,4,13,4,5,4,7,4,29,6,17,26,6,5,5,8,8,4,7,6,15,5,2,3,346
OG0000239,3,8,0,8,9,9,4,7,4,7,8,32,41,32,4,9,1,7,1,3,6,19,5,14,32,2,8,8,14,6,4,7,1,15,4,0,3,345
OG0000240,9,4,7,10,4,22,3,2,34,7,8,14,16,12,1,3,0,5,4,7,22,10,5,6,25,0,5,6,27,7,1,26,0,1,30,0,0,343
OG0000241,1,5,3,6,16,20,4,1,11,16,8,30,23,1,18,17,0,9,6,1,6,15,2,2,30,3,34,13,4,12,2,3,1,9,8,0,3,343
OG0000242,5,23,1,10,9,5,22,15,15,2,5,13,5,16,11,29,3,2,15,6,5,10,22,23,1,2,10,8,9,1,2,10,7,5,14,0,0,341
OG0000243,12,8,2,8,9,7,20,1,9,11,5,15,11,34,7,15,2,16,7,12,8,21,14,12,12,2,9,13,4,11,5,6,4,1,5,0,3,341
OG0000244,0,10,0,19,14,17,0,1,1,10,0,31,45,0,21,46,4,0,4,1,1,10,12,7,38,0,19,2,12,10,1,0,3,0,2,0,0,341
OG0000245,24,3,0,1,44,0,0,0,5,4,1,35,85,17,3,1,1,3,0,3,8,7,13,0,6,4,4,53,5,2,0,0,1,0,5,2,0,340
OG0000246,17,6,5,4,8,6,6,7,3,4,11,11,14,71,5,20,1,2,11,18,5,28,3,6,14,8,3,4,5,3,9,6,3,1,9,0,2,339
OG0000247,8,0,2,0,51,0,3,0,15,3,0,19,44,0,0,0,0,5,0,0,16,5,12,0,19,0,113,7,0,4,0,0,0,0,11,0,0,337
OG0000248,0,0,0,2,6,3,20,0,32,2,10,5,4,5,16,0,0,0,0,4,46,17,3,29,2,0,3,28,0,2,17,32,0,1,42,0,6,337
OG0000249,36,0,5,3,28,0,0,0,1,0,0,2,11,5,12,0,0,16,0,0,1,17,9,1,20,1,41,101,0,0,0,2,0,0,23,1,0,336
OG0000250,8,5,12,5,14,10,23,2,7,5,19,17,13,37,10,14,2,8,10,15,4,4,5,3,13,6,6,9,7,5,4,5,2,3,20,2,2,336
OG0000251,58,0,0,5,15,4,21,0,11,7,11,10,9,9,0,0,0,59,0,3,9,4,3,1,7,0,14,18,3,6,5,11,0,10,19,0,3,335
OG0000252,20,16,6,6,4,21,16,5,4,7,4,10,14,15,3,6,5,6,5,7,5,21,7,24,28,0,10,8,4,7,7,10,3,6,9,2,4,335
OG0000253,2,6,1,8,4,20,8,8,9,5,2,25,55,27,3,6,4,6,6,8,10,11,4,19,27,1,5,8,6,5,7,3,5,5,3,0,2,334
OG0000254,55,1,1,2,12,2,9,0,1,0,1,5,18,0,1,0,0,28,0,0,2,4,4,0,12,33,64,17,28,1,1,3,1,2,9,16,0,333
OG0000255,5,9,7,5,5,5,13,3,5,2,10,30,19,32,0,7,2,8,6,6,2,18,5,23,11,10,10,7,13,2,9,5,2,19,11,3,3,332
OG0000256,1,4,0,11,18,6,3,0,11,10,0,7,15,0,26,0,0,3,20,0,58,4,13,1,4,2,15,91,0,4,3,0,0,0,2,0,0,332
OG0000257,5,8,2,11,9,15,4,11,6,6,10,14,26,19,1,1,1,2,4,10,4,27,10,38,23,0,14,1,7,7,3,8,2,14,5,2,1,331
OG0000258,0,0,0,0,34,0,0,0,1,25,0,94,113,1,0,0,0,0,0,0,0,0,0,0,16,0,34,0,0,13,0,0,0,0,0,0,0,331
OG0000259,25,18,1,4,7,8,37,12,8,5,6,9,7,22,7,6,2,29,5,12,3,9,4,10,10,8,7,8,4,6,4,6,3,6,9,0,1,328
OG0000260,3,18,12,8,12,11,15,6,5,7,12,10,6,23,6,12,2,5,6,8,6,10,7,27,7,4,12,13,11,7,6,6,4,6,8,1,6,328
OG0000261,8,1,8,12,7,10,27,0,6,11,7,16,37,1,6,12,2,16,9,0,8,12,9,8,17,0,9,12,8,11,11,5,1,2,18,0,0,327
OG0000262,7,21,8,5,6,6,23,11,4,11,5,8,13,10,5,6,3,7,6,13,6,10,8,17,13,8,11,12,4,13,6,7,5,10,9,2,6,325
OG0000263,19,1,1,1,16,12,40,1,4,10,7,23,12,9,0,0,1,21,3,6,3,8,4,6,22,9,7,7,8,10,11,6,2,2,24,2,6,324
OG0000264,39,2,16,8,2,0,4,0,4,0,6,6,8,6,5,1,0,7,1,0,9,4,13,3,14,2,0,77,0,1,3,6,0,0,76,0,0,323
OG0000265,13,40,7,7,2,9,13,6,7,4,3,11,7,27,9,8,5,9,6,10,5,19,8,25,4,1,3,10,7,4,8,5,7,6,5,0,3,323
OG0000266,2,26,0,7,7,10,6,42,6,6,0,5,7,1,11,9,5,4,13,1,9,15,8,10,12,2,14,8,14,6,9,22,5,9,12,0,0,323
OG0000267,2,8,4,9,10,12,15,10,9,7,7,16,21,14,3,6,1,3,3,5,5,10,5,31,18,0,6,13,1,9,11,8,2,11,14,0,13,322
OG0000268,0,26,0,9,9,4,24,11,6,7,6,19,18,25,6,3,5,0,3,17,5,13,9,11,14,5,12,4,5,10,7,11,4,4,5,0,5,322
OG0000269,1,4,0,10,20,7,7,6,4,19,4,20,38,6,3,0,0,2,0,3,1,12,7,46,25,0,23,6,1,22,9,5,0,7,2,0,1,321
OG0000270,1,12,1,12,13,10,13,6,13,11,9,22,9,8,6,9,2,2,7,5,27,18,5,14,18,1,9,4,4,12,7,15,1,8,6,0,1,321
OG0000271,0,0,0,0,0,0,1,0,0,0,0,116,201,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,321
OG0000272,7,0,14,10,6,20,18,3,6,8,2,13,19,15,3,2,3,15,4,5,13,8,3,27,18,0,6,9,6,6,18,6,6,6,12,0,3,320
OG0000273,9,6,8,6,11,5,15,8,5,6,10,14,12,18,5,11,4,9,4,12,8,11,4,27,17,2,15,6,4,7,4,9,5,12,7,0,3,319
OG0000274,1,20,2,8,2,5,4,6,2,2,3,20,31,43,2,18,5,3,6,5,2,13,2,13,29,6,3,2,14,2,7,8,10,11,6,0,3,319
OG0000275,15,12,0,7,5,7,7,11,4,5,5,9,22,34,2,12,3,20,14,8,6,9,7,13,5,1,8,8,7,4,5,4,7,22,5,0,5,318
OG0000276,17,14,3,5,15,6,59,0,11,3,2,6,3,0,1,3,2,9,5,0,31,18,10,5,4,0,10,3,1,5,8,11,3,8,25,0,12,318
OG0000277,8,11,3,11,7,8,8,1,4,6,4,30,43,14,3,9,2,8,0,6,10,12,8,8,18,2,5,7,13,6,9,4,1,10,9,2,6,316
OG0000278,6,19,2,9,7,5,8,4,4,8,5,15,18,32,4,11,4,7,10,6,11,11,10,2,22,3,8,14,9,10,5,5,6,9,6,0,1,316
OG0000279,18,14,2,12,5,5,18,12,9,8,7,12,9,14,9,11,2,10,6,8,5,10,6,20,10,2,5,11,3,6,5,10,1,13,11,5,2,316
OG0000280,4,0,1,22,12,16,4,0,13,49,2,11,11,3,0,0,0,9,7,2,5,10,8,4,39,1,16,11,4,33,10,4,0,2,2,0,0,315
OG0000281,11,21,2,5,6,11,23,12,12,7,8,24,6,2,8,6,0,11,0,2,11,23,8,6,11,0,9,13,9,6,8,4,5,11,8,0,6,315
OG0000282,10,14,9,12,5,11,11,5,6,7,11,16,11,13,6,10,4,9,4,8,5,11,5,14,13,4,6,11,7,6,6,8,4,12,13,0,5,312
OG0000283,3,5,0,13,3,24,0,8,1,1,1,10,32,96,2,22,3,2,8,3,2,13,1,11,2,0,2,3,23,1,1,0,5,7,2,0,1,311
OG0000284,1,8,0,5,2,4,9,17,17,14,8,7,3,50,5,6,3,0,15,8,9,15,10,12,22,1,6,13,5,5,2,11,4,10,3,0,1,311
OG0000285,2,0,41,12,4,17,0,6,31,4,0,15,21,11,4,11,1,2,13,0,14,34,7,15,7,0,6,12,11,2,3,1,0,1,1,0,0,309
OG0000286,12,0,0,1,1,0,0,4,5,2,2,10,96,2,2,0,0,13,0,0,2,1,6,0,21,0,103,11,0,0,1,3,0,2,8,0,0,308
OG0000287,9,17,3,6,10,8,9,1,6,7,6,21,36,17,2,0,1,10,5,5,6,12,9,17,14,4,11,7,11,9,5,6,3,5,5,0,5,308
OG0000288,1,13,0,6,5,17,10,12,8,11,1,16,9,7,16,21,4,0,7,2,23,21,10,17,18,0,4,3,4,17,6,4,5,4,5,1,0,308
OG0000289,36,2,22,0,25,0,8,0,1,9,0,14,26,3,0,0,0,5,2,1,16,21,3,23,13,0,14,12,0,18,11,5,0,0,17,0,0,307
OG0000290,3,5,10,8,6,14,14,3,10,5,5,9,9,32,13,22,4,3,8,9,11,13,8,4,10,2,9,10,5,4,8,5,2,10,10,0,4,307
OG0000291,23,0,42,0,42,0,10,0,13,6,3,12,10,6,7,0,0,11,2,1,29,7,1,22,11,3,14,12,0,5,0,15,0,0,0,0,0,307
OG0000292,13,0,1,6,21,3,34,0,2,12,0,32,61,0,0,0,0,0,0,0,0,34,3,0,18,0,13,8,3,13,3,3,0,9,0,0,13,305
OG0000293,6,17,6,5,5,10,6,4,7,8,6,20,8,46,7,18,5,4,12,6,3,7,8,9,4,6,8,8,7,4,4,5,7,9,5,1,4,305
OG0000294,5,3,1,10,11,6,12,10,15,13,5,21,26,6,2,0,1,16,3,1,17,10,14,3,16,1,9,5,5,15,11,16,1,1,3,0,5,299
OG0000295,35,7,7,3,7,16,13,2,10,6,9,10,16,2,12,1,0,5,1,1,7,8,3,19,20,5,9,8,3,10,5,4,0,8,27,0,0,299
OG0000296,10,10,3,3,4,18,8,0,5,2,7,25,30,26,3,14,2,9,4,8,7,24,3,17,3,7,3,9,3,2,4,2,2,15,4,0,3,299
OG0000297,26,0,6,0,59,2,3,0,18,3,2,12,33,3,0,0,0,30,0,0,7,6,8,0,8,2,7,44,0,6,2,5,0,0,5,0,0,297
OG0000298,6,7,10,9,5,5,8,8,6,6,7,11,9,39,3,15,5,9,6,12,7,16,6,14,7,4,6,6,5,5,5,6,5,5,9,1,4,297
OG0000299,5,10,5,10,3,12,5,1,3,3,16,18,14,42,3,10,3,9,5,8,5,15,3,12,21,3,3,6,13,3,3,5,3,4,7,2,3,296
OG0000300,1,3,5,14,11,8,18,2,2,22,1,19,22,9,27,17,0,2,1,2,2,13,7,0,17,0,16,13,8,18,2,3,0,0,11,0,0,296
OG0000301,3,34,1,49,4,9,18,22,14,6,29,7,4,2,4,6,1,0,1,0,4,9,8,4,7,0,4,3,3,6,3,4,1,9,12,1,3,295
OG0000302,67,8,65,2,3,7,5,1,1,1,2,9,14,2,1,2,1,25,2,2,1,9,2,14,5,0,2,3,7,1,4,7,1,12,4,0,2,294
OG0000303,2,2,0,5,10,2,16,0,10,12,10,30,37,1,0,0,0,1,1,0,29,9,8,14,26,8,13,2,2,12,24,3,0,0,3,0,2,294
OG0000304,4,0,0,2,32,19,0,6,1,27,0,28,41,0,0,0,0,13,1,0,2,7,2,0,40,0,37,0,7,25,0,0,0,0,0,0,0,294
OG0000305,0,0,0,0,5,0,2,0,0,7,0,66,69,0,3,0,0,0,0,0,0,0,0,0,117,0,7,0,3,13,0,1,0,0,0,0,0,293
OG0000306,7,9,2,3,3,12,4,11,4,5,2,11,14,63,2,9,3,8,16,4,9,5,7,12,15,2,4,14,8,4,2,1,6,9,2,0,0,292
OG0000307,3,0,3,10,3,7,7,9,25,6,12,2,4,0,23,18,0,6,8,0,22,28,4,8,11,3,9,12,7,10,4,8,0,3,3,0,14,292
OG0000308,10,9,6,4,24,6,31,0,1,9,7,19,22,25,1,1,0,5,4,5,17,19,4,6,14,1,10,1,4,6,5,12,0,0,3,0,1,292
OG0000309,23,14,0,7,6,5,29,6,6,4,3,12,6,24,1,15,2,21,13,8,3,6,3,10,6,17,5,6,3,4,4,1,3,12,1,0,1,290
OG0000310,32,0,30,0,29,0,0,0,0,6,0,3,27,3,9,0,0,15,0,0,6,3,1,0,5,0,48,55,0,7,5,4,0,0,1,0,0,289
OG0000311,15,11,28,11,7,18,3,8,5,11,1,25,22,3,4,2,1,8,5,1,3,8,8,15,24,2,8,4,3,8,3,6,2,3,1,0,0,287
OG0000312,7,7,3,15,9,7,21,7,6,9,6,12,15,4,0,0,0,10,0,6,13,19,3,5,15,2,18,8,1,14,6,19,0,0,15,0,4,286
OG0000313,23,0,0,0,15,0,2,0,8,0,1,0,6,0,0,0,0,8,36,0,2,0,2,0,13,7,133,18,0,4,0,0,1,0,5,0,0,284
OG0000314,9,6,0,8,7,25,3,9,7,3,3,12,21,42,1,9,2,8,10,4,16,9,3,4,14,0,4,5,5,4,2,1,2,4,13,0,9,284
OG0000315,6,2,8,0,5,0,0,2,0,11,0,9,35,70,63,0,0,3,0,0,0,0,0,17,8,4,15,24,0,2,0,0,0,0,0,0,0,284
OG0000316,8,6,6,4,5,6,10,2,6,3,10,26,25,30,6,13,1,10,6,9,7,7,8,6,11,3,5,7,10,3,5,3,1,3,7,3,2,283
OG0000317,40,14,7,4,2,2,64,4,4,2,1,19,22,0,0,0,1,8,2,1,3,6,2,6,9,1,4,3,6,2,2,33,1,3,2,0,0,280
OG0000318,6,33,12,5,5,4,7,10,5,3,6,8,6,11,10,13,4,4,5,5,6,10,4,13,5,5,5,7,7,5,5,4,8,15,11,3,4,279
OG0000319,4,0,0,6,22,9,14,0,1,14,2,41,43,17,4,2,0,5,0,9,0,1,5,0,38,1,13,2,3,10,2,2,0,0,3,0,6,279
OG0000320,15,2,2,7,6,13,12,5,5,7,6,24,22,13,3,2,0,4,2,8,17,18,5,5,20,6,9,10,4,7,5,4,0,2,3,0,5,278
OG0000321,4,4,10,6,3,8,9,4,3,7,7,26,28,43,3,10,3,2,1,6,10,8,2,6,10,1,2,6,11,2,2,6,3,8,5,6,2,277
OG0000322,4,0,4,9,5,5,8,8,4,5,6,13,16,25,5,0,3,6,4,9,8,14,6,19,14,7,7,7,8,6,7,4,2,15,8,0,6,277
OG0000323,6,16,3,3,5,10,7,2,4,4,6,20,12,38,3,7,3,8,10,7,4,18,6,14,7,2,3,5,8,3,6,8,4,9,4,1,0,276
OG0000324,20,4,0,3,8,9,26,0,11,10,7,11,8,7,6,20,4,3,2,4,8,4,2,14,13,0,14,10,3,10,4,9,2,8,8,0,3,275
